ID,vis_AHA_bl-1sek_1,verb_AHA_bl-1sek_1,GV1,vis_AHA_bl-1sek_2,verb_AHA_bl-1sek_2,GV2,vis_AHA_bl-1sek_3,verb_AHA_bl-1sek_3,GV3,vis_AHA_bl-1sek_4,verb_AHA_bl-1sek_4,GV4
sub-06,0.146166534164112,0.109375493177475,-0.0103779352177802,-0.136324022205082,-0.140791446007553,0.00861701500273926,-0.160990857558584,-0.127966411382034,-0.0331735095702224,0.206852123506431,-0.16138755075209,0.0066728112467186
sub-12,0.26329344037855,0.414093339463603,0.0149702443691751,0.126983874247573,0.314215519906124,-0.0192052085702993,0.128598898084369,0.174047128165635,-0.00923912032986124,0.190731645371352,0.196025109588236,0.0224735737381835
sub-13,0.097601987502197,0.106765976006032,0.0220514784369028,0.0852958634138025,0.150662191356941,0.0282229978541256,0.121400184437921,0.14423965824282,-0.0265921384170272,0.246362887206984,0.210686774112264,0.0319521803800744
sub-14,-0.066431875581682,-0.0957811320854168,-0.0266483175307773,-0.0728058079441688,0.072601279938887,-0.0137599251524849,0.218453352652105,0.1864732854257,-0.0146224653474107,-0.157155006723568,-0.280817826443262,-0.0308939740795536
sub-16,0.239954547111077,0.133393051162308,-0.0281706071776856,0.326238509608073,0.280212285370563,-0.0354003849540257,0.163273931300519,0.178355155181196,0.0178612344895531,0.222804426739835,0.241245959547034,-0.0137757908085749
sub-17,0.154166576030969,0.235565180322177,-0.0496150107062389,0.182582629268197,0.131846441590143,-0.0272592400402339,0.158680594141877,0.100458155603041,-0.0175121639129201,0.519753930017932,0.170428903640506,-0.0135234316321072
sub-19,0.154978491132792,0.0583899454046433,-0.0243076636190582,0.184827625411179,0.0445595810430756,-0.0199962807115084,0.0711010987257441,0.0967798823161347,0.020880968011812,0.105098800307758,0.137284789422875,0.00800200760309249
sub-20,0.0929067663155017,0.151918191764492,-0.0101999657531087,0.110327259938983,0.116355447280269,0.012964111697365,0.0723272357046936,0.043564126999602,-0.0322813712957371,0.248024102354067,0.165004031197342,0.0169789368874932
sub-21,0.194685335380998,0.311823285655254,0.0435140871026324,0.044394153079157,0.152685336770889,-0.0288352821741024,0.264166233264388,0.254111896865669,0.0226807724939479,0.103353270813493,0.257984175272919,0.0240673966471606
sub-22,0.331240794529978,0.215017950082186,-0.0408242404114645,0.103673882324165,0.254094147528128,-0.0350471706837302,-0.263114788142409,-0.201817687984334,-0.0299569871057727,0.611970023224793,0.25570219001758,0.00822325891650959
