ID,vis_AHA_bl-1sek_1,verb_AHA_bl-1sek_1,GV1,vis_AHA_bl-1sek_2,verb_AHA_bl-1sek_2,GV2,vis_AHA_bl-1sek_3,verb_AHA_bl-1sek_3,GV3,vis_AHA_bl-1sek_4,verb_AHA_bl-1sek_4,GV4
sub-06,0.194131680356415,0.156986177074556,-0.0342810285490442,-0.095251614374102,-0.138360156844238,-0.0405226142450964,-0.198293638828376,-0.147765436270197,-0.0292683807532412,0.311017087251589,-0.143115635140265,-0.0360082732858825
sub-12,0.300157684811152,0.20194567399416,0.0209065837564635,0.11589415571408,0.167719964064037,-0.0589069229362142,0.128078796368739,0.143438370713536,-0.0446772197979886,0.351642644180372,0.237992608728723,-0.0248248869988783
sub-13,-0.0881012497725385,-0.0681418034589732,0.0138306872120211,0.139796949106161,0.0627050854598056,0.0206982298784675,0.118652994133799,-0.0805601561660399,-0.0236973583400893,0.192001424895805,0.08920213199057,-0.0318771089046957
sub-14,-0.107563309599695,-0.0772019026305456,-0.0200100177680075,-0.118093751448296,-0.153193221413193,-0.0296731818958506,0.0501379226304581,0.117244904953863,-0.0188330410870632,-0.178047788566282,-0.246558324942063,-0.0399601967456692
sub-16,0.201915168437498,0.0953454468845904,0.00942109554921658,0.262308485808442,0.296189025380212,-0.0317097844434341,0.130787474462183,0.179776975290135,-0.0113425271550412,0.049702378084723,0.241991046488852,0.0109530101017422
sub-17,0.147031096266326,0.090276423561824,-0.0333309549580791,0.0477295578037183,0.0834287669722203,-0.00289902848941678,0.128885150465224,-0.117229427834797,-0.0148958252480972,-0.0656259600606115,-0.129053487933183,-0.0346844264592398
sub-19,0.129450158428682,-0.0849564995085633,-0.0226831337619748,0.0802973623306732,-0.0557024712108973,-0.0274006686861929,0.0439800784133141,-0.0253083407605685,-0.0173523670637417,-0.0875239041904081,-0.144143089285069,-0.0136240328547311
sub-20,0.199666877927815,0.224259019181989,-0.0345823907953228,0.242312786274967,0.211854971074672,-0.0185149311827796,0.132697448772724,0.139774184266392,-0.0280401499799093,0.196796818217399,0.0797019351770009,-0.0153262031312076
sub-21,0.157053147381654,0.219868935763717,-0.0227014336848882,-0.0671827829199529,0.262787292981988,-0.0354473976645407,0.253220265176572,0.197717166614128,-0.0252549691158228,0.176198832820211,0.169958368683782,0.0513161941451317
sub-22,0.191768883060893,-0.125080722530868,-0.0272307411547743,0.175105618455835,0.115553214461928,-0.0276535116787206,-0.314883204084804,-0.16236495370355,-0.0219317074338314,0.326814430803707,0.229776576436652,-0.0214124189385726
sub-23,0.0373061211647915,0.194770236875878,0.0186687583549355,0.373104544035873,0.299466410454639,-0.0136340457407953,-0.101589693458129,-0.112926874465282,-0.019667280642987,0.162930663301351,0.109028378826467,0.024516444208046
sub-24,0.183047714716926,0.117662604930844,-0.0138356515885561,0.118910698023581,0.0485003199305259,-0.032597772413781,0.259965312713983,0.263854332920975,-0.02036420202005,0.0670858367012145,0.13914377899098,-0.0258001661752738
sub-25,0.155189989822124,0.148467476362467,-0.0377110367396614,0.0960718918344169,0.133535101108952,-0.0247230140440792,0.154390036038429,-0.0381615495017188,-0.0158991631244905,0.127669409972177,0.04553464361943,-0.0129776605684084
sub-26,-0.060753213885721,-0.0757888198848866,-0.0163938605299714,0.120995442269561,-0.119049189335579,-0.0114183573108364,-0.0920855441488183,-0.110291532222879,-0.0233881510395289,-0.0639126164171633,-0.0556182568729457,-0.0241922120718931
sub-28,-0.0886236690408914,-0.118879556350056,-0.0220603556358434,0.0713367526213875,-0.0416777406093414,-0.0257439885207101,-0.12052260213793,-0.0638390145173641,-0.0266464535720247,-0.104803106400462,-0.111226958738415,-0.022059801421865
sub-29,0.0815092924300724,0.141719680352207,-0.0384039575568631,0.108018599887995,0.167936224700459,-0.0248736299743802,0.12190238175909,0.198774344146186,0.0160432320001415,0.172042774853143,0.117487470326422,-0.0166236068064699
sub-31,0.142954186917129,-0.132900926625858,-0.0219223807854668,0.290475361514225,0.0966656236861311,0.0120238531683178,-0.189334389631375,0.0940888573709442,0.00524463763472648,-0.141826301213756,0.126641983351005,0.0187512626131861
sub-32,-0.113436461493787,-0.145636533614977,-0.00863625629790228,0.133351884384143,-0.271130183193902,0.0325640966944449,0.201050544003946,0.185084822744576,0.0262381016783844,0.370786312564029,0.165963007020004,0.0461888484228995
sub-33,0.0879854577887272,0.140021640243977,-0.0200885553996363,-0.161962080310424,0.148565029878181,-0.0593961208923495,0.106904727892342,0.186163569161061,-0.0304462328840632,0.210133338090178,-0.0794629737544748,-0.0367958243944129
sub-34,0.251019563961262,0.201261634922172,0.0263071380620603,0.161928712655669,0.104278584112357,0.0603887076108939,0.324538787787621,0.131889062048575,0.0200388665451909,0.072242970150967,0.150306665457775,-0.0225636132892974
sub-35,0.049652852925475,0.0773806298726102,-0.0529801371395279,-0.235933574788408,-0.0648826009051692,-0.00596809712519123,-0.116347203471089,-0.0645376237632369,-0.0183587171202545,0.171629760280225,-0.051847823239933,-0.0341411498588937
sub-37,-0.226350372184437,-0.135028134925575,0.0143039476116044,-0.265790606581666,-0.107755900449309,-0.0216626404794679,0.202347245549062,0.136875718012994,0.0131233016785443,0.121550859832125,-0.137744221752869,0.0152121225326996
sub-38,-0.0679727745988284,-0.26471625941494,-0.0279497925204385,0.0963826139767003,0.061698762174463,-0.0161749633625703,0.0953586672723594,-0.0738039427696868,-0.0277044214196368,0.268582152914078,-0.0846220818726632,-0.0160027667239469
sub-40,0.135893052377927,-0.114930714598256,-0.0541495394573411,0.0999969260031906,-0.114442770309042,-0.0382757141407455,0.101797565236883,-0.0908756650464123,-0.029008271602769,-0.0437576687106242,-0.136761189183208,-0.0259781684417336
