ID,vis_AHA_bl-1sek_1,verb_AHA_bl-1sek_1,GV1,vis_AHA_bl-1sek_2,verb_AHA_bl-1sek_2,GV2,vis_AHA_bl-1sek_3,verb_AHA_bl-1sek_3,GV3,vis_AHA_bl-1sek_4,verb_AHA_bl-1sek_4,GV4
sub-06,0.200581285340389,0.170634008414662,0.0102859629951745,-0.066074957941494,-0.137709657973071,0.00875423122245522,-0.132446979293406,0.164522392838748,-0.0125706678754353,0.263452322746382,0.155164898495892,0.00970914210507564
sub-12,0.279145019773431,0.458797035951302,-0.0220312485270207,0.190727957576571,0.417743919303193,-0.0318035204486942,0.223887525197186,0.39346257361715,0.0252573748521629,0.481920242550829,0.469616013308758,0.0160749714918187
sub-13,0.108867045023843,0.157700418516346,0.0172286867657363,-0.0759921010142749,0.227842628055868,0.0296759639742474,0.131879826671894,0.240556471302578,0.0257129828873152,0.327520150859831,0.229389002357504,0.026040918586746
sub-14,0.215967226499651,0.133083866391624,-0.029569856879825,-0.0782859312747161,-0.105371586769511,-0.0144445705287236,0.235515206729837,0.0757495725219127,-0.0251901583740103,-0.406954830158351,-0.31882718419543,-0.0377943664992598
sub-16,0.17088002805494,0.143948399148722,-0.0222571755715055,0.357864434183982,0.181204379669509,0.035000991835024,0.265269006022491,0.198323005561966,0.0169252247381833,0.184750490223726,0.242186690007163,-0.0203837420119523
sub-17,0.303110652842959,0.328030875735239,-0.0281780927084634,0.172975829557065,0.171743551061942,-0.0209523037053762,0.0515053247598227,0.366833945299069,0.0188985819973945,0.308891113839652,0.352104715074138,-0.0221983062665191
sub-19,0.204200462567116,0.135857628809588,-0.0238726732672181,0.296488972810631,-0.0728766270462554,-0.0308950755757392,0.0856756158257145,0.17812858451504,-0.0139219283366677,0.0960167713015132,0.202138700926264,-0.0164312387004258
sub-20,0.105862914373354,0.129991754158641,-0.0235694090844989,0.124294560932724,0.0456042210728785,-0.0191577342536457,0.157268651584024,0.0752839828778285,-0.0192727930518654,0.218945253649355,0.185364683083824,-0.0123377006218525
sub-21,0.322750680420199,0.374315986737909,0.0257189755767423,0.159509437155213,0.404883378726278,0.0186189639646007,0.193289962387733,0.259833998374788,0.0218005509208172,0.183708058770385,0.328706939728634,0.0211103630523606
sub-22,0.208002368830288,0.257539165429356,-0.0328618935433359,0.0853597201396001,0.247399821990879,-0.0231669483334069,-0.239910297523994,-0.195188409123114,-0.019537497205013,0.296075267235319,0.228953542216299,-0.0113327803437756
sub-23,0.118622370969576,0.17318912133384,-0.0122001858380623,0.179434824508702,0.11525678106043,-0.025038237343999,0.110069135716305,0.113528267854146,-0.019819482005102,0.285287500081946,0.120560828400308,-0.00817526837808517
sub-24,0.167947529796691,-0.0122314964436933,-0.0206597107094129,0.160286337571778,0.13504971200826,-0.0153554244785689,0.223297308228182,0.25791050632427,-0.0103753454850482,0.164660695823198,0.0891389736671583,-0.0121555778853527
sub-25,0.184098952870187,0.198850858604784,-0.0424319837217578,0.321442230251373,0.23494671539167,-0.00553511944992609,0.244933896139508,0.211685190210725,-0.0235806805403428,0.202611874206577,0.200521507213088,-0.0279471962451271
sub-26,0.103113223971646,-0.144686989632278,-0.0144541941002415,0.0729274331877835,0.135719921047097,-0.0147203391990124,-0.180874173108214,-0.0418977965905285,-0.0313070562353223,0.129437919687812,0.0627705717413734,-0.0189665693246862
sub-28,0.182197588524745,-0.0868645890065864,-0.0192894486474999,0.0233805162073417,0.113857113000216,-0.0270059351337725,0.11259829741591,-0.0825598988414507,-0.0176992834853213,0.0258365026525423,-0.0927238907098043,-0.0165902283814162
sub-29,0.225922468496968,0.186858005022964,-0.0449656317836587,0.247515969360821,0.295480300182851,-0.019156978336367,0.0812395534103642,0.177508743117341,-0.0214683493662745,0.166325701469932,0.131869777911074,-0.0341345055114615
sub-31,0.178772333732865,-0.124540438200427,-0.0324552267268313,0.352896820206083,0.120754722614503,-0.0185976033191079,-0.107033988474492,0.165643626298691,-0.0215952840197079,-0.207323562612353,0.286982594675455,-0.0101226762898008
sub-32,0.175269505585149,-0.139034846790015,-0.0158586257696899,0.310286816548773,-0.300220912839719,0.0144227953291823,0.162998590218749,0.258587132403769,0.0147789386039363,0.214025064861623,0.0850420363720669,0.0092217589883066
sub-33,0.115645648151004,0.213294246290517,-0.0136389622387484,0.133701983524233,0.11645080665185,-0.0308628590323477,0.315823231132577,0.171244841757794,-0.0283617620856772,0.229872262256704,0.229442847624655,-0.0356518594120385
sub-34,0.328751371033257,0.49271579455667,0.0348924177092891,0.328614082061516,0.318092698492716,0.0424320166633625,0.317268245179247,0.376260886144598,0.0092377788050537,0.110320273270736,0.116304842172766,-0.0132902040080393
sub-35,0.316602085665146,0.158211067481687,-0.0291604370679642,-0.115933555549448,0.175898739236907,0.00879989097180073,-0.246505100351689,-0.135596329148423,0.0181515784041803,0.0869786694977272,0.138272132668973,-0.0287688886734519
sub-37,-0.265941895302974,-0.0949212342489004,-0.017350311563195,-0.326859763845706,-0.0871467427329853,-0.0363213773413268,0.318888939391686,0.0924628557654094,0.0302546546242083,0.206312291940909,-0.0505365720206262,-0.0139822726350569
