ID,ROI1,ROI2,y_LO,y_HI
16,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.71889943151357,0.837472020713417
17,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.515104634737102,0.696557531195641
18,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.738546233186655,1.07571744429141
19,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.556911457512505,0.599661051809179
20,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.642644601908783,0.589889073277467
21,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.538944213288698,0.882890020911163
23,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.158373489973223,0.47693023974388
24,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.898149573715961,0.964620133869213
25,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.561830945352201,0.972883777563512
26,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.48862621383479,0.465751373803142
27,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.663409876043585,0.61728362806332
28,"R_antFusG","atlas.iLOC l (Lateral Occipital Cortex, inferior division Left)",0.712880052780404,0.591881726252438
