date;time;subject;blocknum;trialnum;stimnumber;moonie;cor1;cor2;Kategorie;RT;solution;solution_RT;AHA_response;AHA_RT;sudden_response;sudden_RT;certain_response;certain_RT;sex;age;citizen;proficiency;edu
04/12/2023;12:10:14;123;32;6;98;2PVIP_093_kamel_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;33;6;64;2PVIP_058_bagpipe_gauss6.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;34;6;115;2PVIP_110_ski.new_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;35;6;81;2PVIP_075_chair3_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;36;6;7;1PVIP_007_bird3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;37;6;71;2PVIP_065_bulldog5_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;38;6;30;1PVIP_030_lion1_gauss2.5.jpg;1;1;;3300;lýwe;4006;4;3603;3;3432;3;1862;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;39;6;24;1PVIP_024_hamster2_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;40;6;113;2PVIP_108_shark1_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;41;6;8;1PVIP_008_boat2.jpg;1;0;0;3756;hai;2747;3;1191;4;3470;2;1083;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;42;6;32;1PVIP_032_mountain_gauss3.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;43;6;51;1PVIP_051_wheat_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;44;6;15;1PVIP_015_crocodile1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;45;6;38;1PVIP_038_python2_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;46;6;99;2PVIP_094_kettle2_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;47;6;77;2PVIP_071_chair1_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;48;6;83;2PVIP_077_cow3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;49;6;1;1PVIP_001_accordi2_gauss4.jpg;1;0;2;5470;schreibmaschine;6463;2;1225;2;4143;2;1318;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;50;6;70;2PVIP_064_bridge_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;51;6;39;1PVIP_039_rat_gauss1.jpg;1;1;;6173;ratte;2462;4;1262;4;5843;4;2025;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;52;6;100;2PVIP_095_knob_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;53;6;52;1PVIP_052_wolf2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;54;6;3;1PVIP_003_beehive_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;55;6;67;2PVIP_061_boat_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;56;6;44;1PVIP_044_snake_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;57;6;103;2PVIP_098_lion2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;58;6;33;1PVIP_033_nashorn_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;59;6;10;1PVIP_010_brain_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;60;6;74;2PVIP_068_carafe3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;61;6;43;1PVIP_043_snail.new_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;62;6;109;2PVIP_104_piano.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;63;6;104;2PVIP_099_metro_gauss2.jpg;1;1;;1777;ubahn;3623;5;3707;5;3116;2;1104;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;64;6;5;1PVIP_005_bell_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;65;6;17;1PVIP_017_deer2_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;66;6;108;2PVIP_103_panda_gauss6.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;67;6;75;2PVIP_069_cat2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;68;6;14;1PVIP_014_chipmunk_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;69;6;84;2PVIP_078_crocodile2_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;70;6;36;1PVIP_036_pen2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;71;6;50;1PVIP_050_typewriter_gauss5.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;72;6;90;2PVIP_085_frog5.jpg;1;1;;7275;frosch;7509;5;2240;2;3965;5;2394;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;73;6;37;1PVIP_037_pfau_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;74;6;78;2PVIP_072_cigarette_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;75;6;69;2PVIP_063_brick_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;76;6;82;2PVIP_076_computer.new_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;77;6;120;2PVIP_115_woman.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;78;6;34;1PVIP_034_octopus.new_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;79;6;40;1PVIP_040_robbe_gauss3.jpg;1;3;;2896;katze;4188;4;2378;2;3905;4;1971;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;80;6;35;1PVIP_035_orchid_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;81;6;9;1PVIP_009_railroad_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;82;6;112;2PVIP_107_scorpion_gauss8.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;83;6;73;2PVIP_067_carafe2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;84;6;105;2PVIP_100_mirror_gauss4.jpg;1;1;;8565;spiegel;3213;4;1740;5;2605;2;1472;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;85;6;42;1PVIP_042_sheep1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;86;6;25;1PVIP_025_hare.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;87;6;101;2PVIP_096_lamb_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;88;6;20;1PVIP_020_fork.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;89;6;56;1PVIP_116_otter.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;90;6;110;2PVIP_105_puppy1_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;91;6;93;2PVIP_088_gun.jpg;1;1;;4344;gewehr;3864;3;1286;4;3035;3;2750;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;92;6;95;2PVIP_090_hawk_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;93;6;80;2PVIP_074_computer.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;94;6;119;2PVIP_114_wolf3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;95;6;117;2PVIP_112_watch.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;96;6;96;2PVIP_091_horn.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;97;6;41;1PVIP_041_rose.jpg;1;1;;6036;rose;2615;3;1641;2;3934;2;1334;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;98;6;57;1PVIP_117_pepper.jpg;1;1;;4685;paprika;4048;3;528;2;4226;2;1910;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;99;6;94;2PVIP_089_hammer_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;100;6;60;1PVIP_120_toaster.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;101;6;49;1PVIP_049_turtle_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;102;6;102;2PVIP_097_leopard7.jpg;1;2;;4106;tiger;2910;2;300;4;3224;2;955;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;103;6;79;2PVIP_073_coffee_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;104;6;4;1PVIP_004_beetle1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;105;6;12;1PVIP_012_cabin2.jpg;1;2;;7074;haus;2119;4;3027;2;2015;3;1145;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;106;6;22;1PVIP_022_frog2_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;107;6;19;1PVIP_019_elephant1_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;108;6;45;1PVIP_045_spider.new_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;109;6;66;2PVIP_060_bee2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;110;6;86;2PVIP_080_ear_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;111;6;87;2PVIP_081_elephant2_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;112;6;13;1PVIP_013_cat.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;113;6;91;2PVIP_086_girl.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;114;6;47;1PVIP_047_toad2_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;115;6;88;2PVIP_083_eye.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;116;6;27;1PVIP_027_squirrel.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;117;6;65;2PVIP_059_bear.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;118;6;48;1PVIP_048_tomb_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;119;6;21;1PVIP_021_fox1_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;120;6;58;1PVIP_118_phone_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;121;6;107;2PVIP_102_owl_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;122;6;16;1PVIP_016_crone_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;123;6;46;1PVIP_046_tiger_gauss2.5.jpg;1;1;;4005;tiger;4044;3;481;3;2454;3;1978;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;124;6;63;2PVIP_057_bag.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;125;6;18;1PVIP_018_dog3_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;126;6;116;2PVIP_111_snake3.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:10:14;123;127;6;118;2PVIP_113_whale.jpg;0;0;;10000;;;;;;;;;1;21;Germany/Deutschland;5;Abitur
04/12/2023;12:56:45;124;3;7;1;0PVIP_001_tank2bw_filt1_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;5;7;1;0PVIP_002_pineapplebw_filt1_gauss3.jpg;0;0;;10000;maus;4947;2;2806;2;3580;2;16661;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;7;1;1;0PVIP_002_pineapplebw_filt1_gauss3.jpg;0;0;;10000;maus;4947;2;2806;2;3580;2;16661;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;8;6;16;1PVIP_016_crone_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;9;6;97;2PVIP_092_jet1_gauss5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;10;6;79;2PVIP_073_coffee_gauss5.jpg;1;0;0;3008;Gesicht;4324;4;4226;3;3614;3;3613;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;11;6;99;2PVIP_094_kettle2_gauss3.jpg;1;0;0;4388;Geist;2943;3;3146;4;3442;2;1737;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;12;6;15;1PVIP_015_crocodile1_gauss2.5.jpg;1;0;0;7431;Seepferdchen;4069;3;2692;3;7918;2;3264;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;13;6;59;1PVIP_119_sewingmachine.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;14;6;34;1PVIP_034_octopus.new_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;15;6;105;2PVIP_100_mirror_gauss4.jpg;1;1;;2824;Spiegel;16972;4;1688;5;2539;3;4269;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;16;6;113;2PVIP_108_shark1_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;17;6;1;1PVIP_001_accordi2_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;18;6;21;1PVIP_021_fox1_gauss1.jpg;1;0;2;3507;natur / garten;8911;2;4098;4;2675;4;2396;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;19;6;70;2PVIP_064_bridge_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;20;6;30;1PVIP_030_lion1_gauss2.5.jpg;1;1;;1609;Lýwe;2431;5;2146;5;2275;4;2112;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;21;6;14;1PVIP_014_chipmunk_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;22;6;49;1PVIP_049_turtle_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;23;6;88;2PVIP_083_eye.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;24;6;40;1PVIP_040_robbe_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;25;6;13;1PVIP_013_cat.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;26;6;11;1PVIP_011_butterfly2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;27;6;65;2PVIP_059_bear.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;28;6;84;2PVIP_078_crocodile2_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;29;6;23;1PVIP_023_geese_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;30;6;103;2PVIP_098_lion2.jpg;1;0;0;8745;Kamel;2927;3;1902;5;840;2;2141;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;31;6;55;1PVIP_082_erdbeere_gauss1.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;32;6;66;2PVIP_060_bee2.jpg;1;1;;2093;Biene/ Wespe;15806;4;2274;3;3373;5;1711;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;33;6;44;1PVIP_044_snake_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;34;6;45;1PVIP_045_spider.new_gauss1.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;35;6;54;1PVIP_054_toilet_gauss5.jpg;1;0;0;6387;Vogel;4244;2;905;4;2813;2;1702;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;36;6;93;2PVIP_088_gun.jpg;1;1;;5031;Gewehr;2808;3;1835;5;2617;3;1905;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;37;6;61;2PVIP_055_affe_gauss4.jpg;1;0;2;8262;Krokodil;3774;4;1206;5;4141;2;1164;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;38;6;106;2PVIP_101_orange.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;39;6;53;1PVIP_053_watch2.jpg;1;0;2;5129;Grill;9831;2;1485;5;1848;2;2240;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;40;6;19;1PVIP_019_elephant1_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;41;6;57;1PVIP_117_pepper.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;42;6;118;2PVIP_113_whale.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;43;6;107;2PVIP_102_owl_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;44;6;48;1PVIP_048_tomb_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;45;6;46;1PVIP_046_tiger_gauss2.5.jpg;1;1;;3775;Tiger / Raubkatze;7773;5;2220;5;2873;4;2173;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;46;6;27;1PVIP_027_squirrel.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;47;6;120;2PVIP_115_woman.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;48;6;73;2PVIP_067_carafe2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;49;6;50;1PVIP_050_typewriter_gauss5.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;50;6;20;1PVIP_020_fork.jpg;1;1;;6772;Gabel;12741;3;2017;5;2247;3;1944;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;51;6;26;1PVIP_026_hedgehog.new_gauss2.jpg;1;1;;1549;Igel;2710;4;3926;4;3182;5;1783;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;52;6;52;1PVIP_052_wolf2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;53;6;109;2PVIP_104_piano.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;54;6;83;2PVIP_077_cow3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;55;6;43;1PVIP_043_snail.new_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;56;6;33;1PVIP_033_nashorn_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;57;6;64;2PVIP_058_bagpipe_gauss6.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;58;6;114;2PVIP_109_shoes2_gauss4.jpg;1;0;0;9814;Maus;2394;3;1397;5;484;2;2381;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;59;6;119;2PVIP_114_wolf3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;60;6;63;2PVIP_057_bag.jpg;1;0;0;7966;Auto / Schlitten;8143;2;1948;2;773;2;1505;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;61;6;32;1PVIP_032_mountain_gauss3.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;62;6;51;1PVIP_051_wheat_gauss1.5.jpg;1;2;;7623;Grýser;2740;2;2427;2;1312;3;1704;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;63;6;69;2PVIP_063_brick_gauss5.jpg;1;1;;4276;Backsteinwand;5830;3;1979;3;3299;4;1838;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;64;6;77;2PVIP_071_chair1_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;65;6;4;1PVIP_004_beetle1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;66;6;112;2PVIP_107_scorpion_gauss8.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;67;6;42;1PVIP_042_sheep1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;68;6;81;2PVIP_075_chair3_gauss5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;69;6;29;1PVIP_029_leopard3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;70;6;25;1PVIP_025_hare.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;71;6;104;2PVIP_099_metro_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;72;6;95;2PVIP_090_hawk_gauss4.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;73;6;82;2PVIP_076_computer.new_gauss5.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;74;6;86;2PVIP_080_ear_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;75;6;2;1PVIP_002_arrow_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;76;6;91;2PVIP_086_girl.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;77;6;111;2PVIP_106_saxophone1_gauss3.jpg;1;0;0;2345;Hand;7265;4;5611;4;2510;4;1921;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;78;6;116;2PVIP_111_snake3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;79;6;96;2PVIP_091_horn.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;80;6;3;1PVIP_003_beehive_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;81;6;108;2PVIP_103_panda_gauss6.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;82;6;60;1PVIP_120_toaster.jpg;1;0;1;3485;Schlitten;9115;4;1163;5;2820;3;2439;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;83;6;94;2PVIP_089_hammer_gauss2.jpg;0;0;;10000;;;;;;;;;1;20;Germany;5;Abitur
04/12/2023;12:56:45;124;84;6;17;1PVIP_017_deer2_gauss1.jpg;1;0;2;9517;Blume;3004;3;1555;5;636;2;1313;1;20;Germany;5;Abitur
