ID,vis_LOInsight_1,vis_HIInsight_1,verb_cov_1,GV1,vis_LOInsight_2,vis_HIInsight_2,verb_cov_2,GV2,vis_LOInsight_3,vis_HIInsight_3,verb_cov_3,GV3,vis_LOInsight_4,vis_HIInsight_4,verb_cov_4,GV4
sub-06,-0.151690486690252,0.448063751731889,0.198780509606764,-0.0390573209424544,-0.11201629015717,0.300237509000719,-0.131955061737145,-0.0414098126663294,-0.154146137039332,0.367738776029338,-0.287048801657881,-0.0188393658772485,0.240551429936259,0.172644327111998,-0.122841411435161,-0.0279107218652801
sub-12,-0.41157200342872,0.421185701860175,0.218624714902456,-0.0451148080469768,-0.116259565961652,0.247651205675828,0.168466261556587,-0.0408369094763246,0.222023837118435,0.402631524060056,0.223808920446952,-0.0213184265202572,0.427154736966956,0.202163384945132,0.129387749853951,-0.033527319251448
sub-13,-0.200691617664628,0.255395571195563,-0.0601311560573428,-0.0390409871550072,-0.0898594781504169,0.351909606369444,-0.0694539815481298,0.0289069285638465,0.192542676042557,0.305979894609346,0.18537914013811,0.0351663379466054,0.390748410350238,0.27805242547274,0.11961446457599,0.0465035413562751
sub-14,0.237444162074391,0.143123269106711,-0.138783814684074,-0.0127916489313587,0.27927178650126,0.182399017855695,-0.119770374107359,-0.0246673506958947,-0.0749512192614605,0.280829322241674,0.145834992508788,-0.0266851383622447,-0.689946113735397,0.282490911408187,-0.271435181282478,-0.0434116759595896
sub-16,-1.52283110327045e-12,0.18091296592872,0.0803160871988932,-0.0198781784050984,-0.64914692052588,0.341685235953387,-0.24829200978857,-0.0370264734413464,0.175262365243802,0.409062649148861,0.214281844597956,-0.0388813520552871,0.393420292732185,0.17362942517306,0.249788813444482,-0.022704221881811
sub-17,-0.250900415190525,0.425888049286975,-0.15789797652502,-0.0414484911933339,-0.398601735441117,0.363428033173711,0.258736897423556,-0.0126207587568343,0.223184341306205,0.264575366471959,-0.0911279060769243,-0.01664197386296,-0.18055383165441,0.065902338455332,-0.205611234527754,-0.0386825460552583
sub-19,-0.0951628572408797,0.208387818624594,0.0252946084029538,-0.0160439680407186,0.158474998143788,0.255144978717352,0.065336885687783,-0.033576836838091,-0.0982387278824528,0.129240510220547,0.0737610311504136,-0.00875044677130522,0.086925586087584,0.0668312211952766,-0.0650755520888129,-0.00800535929988359
sub-20,0.157332456883453,0.267634487850447,-0.0900918252820204,-0.0424787202924386,0.0570385583956566,0.406430478338513,0.182670857334771,-0.0236373019263255,0.197626109522409,0.106404602194456,0.128259658341057,-0.0295570997563265,0.117029245839208,0.20384288679592,-0.104940453775205,-0.0117812411927873
sub-21,-0.147475084228902,0.452212639531109,0.214847391399529,-0.0427375127764985,0.0487331654358938,0.253535594037267,0.146411647235073,-0.0279361487045503,0.44934106518791,0.310777322734114,0.149008248674528,-0.0248209386424822,0.17589993850134,0.180185936501939,0.106424153445973,0.0282780661671096
sub-22,0.240663284296121,0.426021806558042,0.213621565303237,-0.0449492989706399,-0.113342383201889,0.284425293115929,0.114347436260342,-0.0459511877794291,0.22855693893266,-0.0701880558900362,-0.25767522707759,-0.037659970530648,0.104838089705804,0.558505091380324,0.320753379576169,-0.0342451275725723
sub-23,-0.102361632477923,0.371969000762087,-0.163554272044092,0.0244315694623589,0.763502301599412,0.293879028190841,-0.0945333704368111,-0.01852039622271,-0.196713087492483,0.504842352625739,-0.128194279919413,0.0283606216536208,0.229283679885616,0.261943567970091,-0.12033120806947,0.0388273567607747
