ID,vis_HIinsight_1,vis_LOinsight_1,verb_cov_1,GV1,vis_HIinsight_2,vis_LOinsight_2,verb_cov_2,GV2,vis_HIinsight_3,vis_LOinsight_3,verb_cov_3,GV3,vis_HIinsight_4,vis_LOinsight_4,verb_cov_4,GV4
sub-06,-3.10636076958082e-13,0.0776756581453952,-0.0668366704020979,-0.00521993197090757,-3.60600028951947e-12,0.0718060729406405,0.108200182058774,-0.00777337811260216,1.74185211284718e-13,0.0746143838248682,0.141432746462423,-0.0101019488542425,2.14534352792767e-14,0.0613434682279982,-0.0605421051507831,-0.0153613208352832
sub-12,0.121067706652457,-0.102986170829707,0.123413764414046,-0.0259540361670925,0.135577306618173,-0.195482156429757,-0.0493784519039719,-0.0141909058574966,0.18061726972025,-0.089927808507207,0.170103554657419,-0.00888753845447548,0.111944827139795,0.272818863256364,0.119043964005369,-0.0250098175343498
sub-13,0.112842538210807,-0.0304467340078723,0.0479689798723898,0.00975300379304196,0.112443661734864,-0.0649272563010383,-0.13054847206791,-0.0211264599959332,0.126332135254303,0.0716952385393827,-0.0831455079811346,0.0158081171739342,0.0773640169686318,0.123120301529466,0.067614948078106,0.0389505534243627
sub-14,0.0433016041640471,-0.127691548881426,-0.118054521188702,-0.0180204027750494,0.145637012556627,-0.125610678892325,-0.0854423413849859,0.00849948580629369,0.134225270601935,-0.158280292471978,0.0856902060648709,-0.0116700665759114,-0.247659348970823,-0.129729461300603,-0.155597251431111,-0.0239281280931868
sub-16,-0.0306272056391917,0.114085190385242,-0.0550847853165544,0.00500956660088833,0.0786697889217215,0.0515138678292082,-0.0399163636519466,-0.0162069734894243,1.21148654957478e-13,0.148885223176722,0.0699440410494181,0.0158236002827538,1.52258127062271e-13,0.0849381837288607,0.0150059674541084,-0.0169276313724135
sub-17,0.201122435187043,-0.0574628754243067,0.0821050612585552,-0.00765327656638616,0.109487092282651,-0.189631571281669,-0.0370593599696209,-0.00972301054303017,0.131717670029398,0.162826829732232,-0.31957947688997,-0.0303744887399143,-0.139245452010743,-0.0723940959319034,-0.0558665037053904,-0.00701131543345016
sub-19,0.138158822740643,0.10390693011658,-0.0939554557329596,-0.0145066506661764,0.179264106709015,0.191097102206864,-0.135777467888046,-0.019965392412654,0.0805666401564908,-0.0345569267856187,-0.125927990530094,-0.0173453515020701,0.205168858903472,0.070983394673774,-0.0422818737036166,0.00768842888710042
sub-20,0.182944614489026,0.120810184553248,-0.0689092395846508,-0.0135967648860546,0.216825087827554,0.105217521659706,-0.0238631111748305,-0.0137595116472908,0.0917372153572978,-0.153450038109375,0.0367291626371122,-0.0140227859585261,-0.0483553226445207,0.0757502916743003,0.112072974838696,-0.0243901437264153
sub-21,0.284109370237438,-0.108266064330078,-0.097286769186517,-0.00988958878511848,0.123878087178534,0.141518437862081,0.0994215039853534,-0.00860819844830943,0.239203555213222,0.13128292915282,-0.0516677040652344,-0.0223093658248638,0.181276612063488,0.140225062007759,0.0535801966499343,-0.0299806493257026
sub-22,0.0563351910441667,-0.086470819471026,-0.0825953754630621,-0.00828035792967201,0.249328956546554,-0.0486210901743201,0.082422167501951,-0.0257625182800802,0.112206071173115,0.198373622540595,-0.0920094679158759,-0.0226052677493146,0.201238775909569,0.163891614497664,-0.0377258627222824,-0.0199487485830726
sub-23,8.40961103678387e-13,0.0508783552168004,-0.0477674483307231,-0.011451532253197,-8.42879309662238e-13,0.105267390758285,0.0286412214042883,-0.0105558306517,9.93780679016086e-14,-0.0472688135762252,-0.0783326344821564,0.0207793529662085,-3.41460771512858e-13,-0.087807556802359,-0.126638901047221,-0.0102738902216219
sub-24,0.0760687392870417,0.0276761035187675,-0.148849678763208,-0.0180920411713382,0.214800544314929,0.131257283267727,0.0696489098501026,-0.0101982420316348,0.124988156600318,0.162605131021262,0.167688801013384,-0.0158827261430518,0.153115597258935,0.139679695597818,-0.100265662125804,-0.0188793966662283
sub-25,0.166952811340828,0.217523729723941,0.0174241740140913,-0.0141254750525393,0.229873691752077,0.0715984230940838,-0.0651426761946637,-0.0354942894707799,0.146369400801386,0.0669934266778529,-0.0582006859812148,-0.0328415669732023,0.0741656824850516,0.0597101400660006,0.102287997136949,0.0318987482830609
sub-26,-0.124834429495742,-0.0787289494433951,-0.100355075558612,-0.00494646687969277,-0.0938614795921403,-0.065108570778635,-0.0779440596996458,-0.0198263005328356,0.149129598650809,0.11044659013226,-0.147983515723348,-0.0354474307817134,0.150174157212908,-0.0412056907864549,0.0353477179604093,-0.0147367277774684
sub-27,0.0597801377324335,0.0797303729020624,-0.108307850029234,-0.0147605377393459,0.0793337797688885,0.159146716057042,-0.02939956286741,-0.0118490634801079,0.0837616520022912,0.125980672654216,-0.0321614198529499,-0.0177843325420827,0.137563299098843,0.0766035142926895,0.0170288199527948,-0.0217876580976165
sub-28,-0.0268434386905694,-0.12164231612631,0.035477510123281,-0.0177178911524683,0.0537590451023944,0.133679925329683,-0.0500235795122972,-0.0184397161532487,-0.0414913887031381,-0.151629634634433,-0.108962300607743,-0.0166441249860803,0.100336760454311,-0.0894995010764497,-0.0896933487526967,0.00669124757009494
sub-29,0.0882027498277689,0.13724202306428,-0.111975489580021,-0.0269490617620235,0.114653803821475,-0.113013842516148,-0.0947075634423096,0.0202246617379408,0.141112348481225,0.0632756505121995,-0.0148780330704028,0.0162845535708552,0.115186179516764,0.0666485521102836,-0.118698860356021,0.0132986960656276
sub-31,0.0376178208362919,-0.022223498493411,-0.0438378985631557,0.0226217629505737,0.15453537202042,-0.148531204843471,0.0643832520001326,0.0117855295015491,0.134400667231503,-0.0850460601416375,0.0252218034277594,0.00260039103018483,0.0484115106146012,-0.040897596833875,0.040654004783354,-0.00324700726435802
sub-32,-0.147681974526538,0.0617473770869819,-0.0809816526326905,-0.0171810589861423,0.0675404770247166,0.116227797340446,-0.0811768453713414,0.016837992399419,0.176518101841543,0.11073167819412,-0.0853891475328804,0.0102152347358818,0.142993749220316,0.159498220744868,-0.0777356184055858,0.0193192907274013
sub-33,0.140948055437013,-0.137990431968128,-0.0798194164308642,-0.0298457608929113,-0.141150656178604,-0.484652143429001,-0.122395953847875,-0.0395659581442095,0.0727084971477473,-0.162640740492596,0.0650437108179587,-0.0312194658531386,0.255014080450033,0.307392153653985,-0.0388812131068185,-0.0394477952624898
sub-34,0.164229453312871,0.195342069409816,0.118125953455883,-0.00783618054802081,0.168919155006375,0.142203122912988,0.063200992526757,0.0354072943999938,0.161265594184567,0.179737024119623,-0.0500845417214651,-0.0153951219777316,-0.151008110512706,-0.0691657584781618,0.0697369520044925,-0.0152225961237548
sub-35,0.270720250907259,-0.0956218050904604,-0.0430198075893632,-0.0102560612170682,0.278423178645079,-0.0678981966207004,-0.0848521738540282,-0.0157186286891854,0.0725952016460897,-0.114621423395342,0.0686476114025063,-0.00910509817352408,0.0722698735964485,0.051506364199645,0.1026003438108,-0.0127525791315873
sub-37,0.139108811339676,0.086387702662261,-0.0477568506073924,-0.0115350582944992,0.173595125847577,-0.0880465704505967,-0.0825077004590506,0.0146979589141562,0.228322335516633,-0.193788514729127,-0.0623242237383677,-0.0133447392593078,0.0590527716898698,0.0446158293054971,-0.0483382071900547,-0.00966048641187599
sub-38,0.122324485508783,-0.0972515644860973,-0.160459849789902,-0.016717593887438,-0.171635680278073,0.165218971214726,-0.0715514507008815,-0.0249341965704394,0.242539324030276,0.0422073408780846,-0.103896423858811,-0.0246137324489182,0.0972429384649951,-0.140599555950586,-0.0881585236877563,-0.00945994448125227
sub-40,0.229132877694083,0.220546590959583,-0.0520924483871344,-0.0379804600449053,0.107710511452636,0.136559634434682,-0.145659230007389,-0.0189919055818133,0.138018050059336,0.0494355269318098,-0.106852786457703,-0.0186294279744886,0.0412712125412326,0.0268630094669217,-0.0397362988150846,-0.0254626360959598
sub-41,-0.104908583574,0.244493366806385,-0.0585381904317294,0.00776539924909626,0.132609264215728,0.0574821033920071,-0.0860798305333779,0.0232765079277505,0.0380644890429574,-0.189262803538628,-0.0724347376935907,0.031115014484989,0.113584273850229,-0.034619538408536,0.0266169802639072,0.00493399006392858
sub-42,0.0762413838051083,-0.0813078464529373,0.0968599461862956,-0.0108204145957684,0.0462578715874797,0.11141276347533,0.160641705239462,0.0386639835502861,0.119135956040155,0.213061789528658,0.0534282586320787,0.0168344529030467,0.130477443660059,0.220605313796606,-0.171375697556912,0.0131386463474047
sub-44,0.142166301327292,0.143782558918886,0.0639775595299355,-0.0294296761726026,-0.239988523139132,-0.114497191957842,0.154095851994026,0.03529628047585,0.219742376444951,0.108451089526217,-0.116317944209779,-0.0254250845758771,-0.0367066125860918,-0.0661185176790587,-0.0703360460466996,0.0245554208812479
sub-46,0.06089886957025,0.0417865679962424,0.066433688307776,-0.0135342659555195,0.210090338758419,0.0725908349517488,-0.0658243829768296,-0.0137907922888533,0.0538066853289534,-0.156535811849636,-0.0335186407847632,-0.0169528710328354,0.0241934694582837,-0.0335452077604522,-0.119615340788007,-0.0114268224597309
sub-47,0.285394814280529,0.0766305827746774,0.11321425488844,-0.0295452015405146,-0.0737765070935451,0.120771556385816,0.0605870272186161,-0.0210237003931735,0.274051660338215,0.115958905433787,0.126299666809028,-0.0207148883283125,0.295984794591829,0.237526666686052,-0.0780706904749021,-0.022256270613762
sub-48,0.231875941755599,0.081656355274098,0.0871427667762243,-0.0124025731435103,0.066459124473453,0.132299185730152,-0.0525225260301768,-0.0175695966827184,0.0528281163350812,0.190534735572984,-0.127662752812791,-0.0168390515330889,0.0775735787595514,0.0869067033446899,-0.0624524068536068,-0.0324138850992484
