ID,vis_noRem_1,vis_RemnoI_1,vis_RemI_1,verb_cov_1,GV1,vis_noRem_2,vis_RemnoI_2,vis_RemI_2,verb_cov_2,GV2,vis_noRem_3,vis_RemnoI_3,vis_RemI_3,verb_cov_3,GV3,vis_noRem_4,vis_RemnoI_4,vis_RemI_4,verb_cov_4,GV4
sub-06,0.534596788423312,-0.0756599161178019,0.459351891331891,0.211816038190499,-0.0372682079033615,-1.83603725443024e-12,0.119564156103495,0.310516526550271,-0.121166740630616,-0.0390871565292351,0.0785266104233114,-0.111999277570756,0.247205207539429,-0.299716792574322,-0.0205204689580063,0.224211842658263,0.223881042179363,0.170455872001316,-0.122767567002825,-0.0278346090389582
sub-12,0.164264709723675,-0.220456246472567,0.41207985343331,0.218992729859484,-0.0469328312837483,-0.0893065975126605,-0.192070070529778,0.283189765023265,0.164606653955828,-0.0405128846462235,0.321873075015979,-0.266443839140133,0.437608725049126,0.226945869659199,-0.0210718874831918,0.535278110505302,0.272784481170284,0.1982643624188,0.126328474194336,-0.0337229907335383
sub-13,0.15828181734899,0.222028796783547,0.21821658997699,0.0618582099288762,-0.0367008558460376,-0.143440878441684,0.199011380815712,0.311988727149406,-0.0851038624017298,0.0254993452181828,0.29649285673746,0.143695196287978,0.309047473988226,0.190722542470259,0.0354247129530048,0.288476960270379,0.417176288140383,0.288971970658465,0.11992907270643,0.0469616095717729
sub-14,0.236277891491194,0.398767315181453,0.20314808664351,-0.126634051059771,-0.00835599991631506,0.152929304713803,-0.474661857835957,0.156384546319951,-0.115966284122218,-0.0235828251265385,0.321948770530568,-0.168169780381887,0.308656205857296,0.154023185755658,-0.023624057557279,-0.153899272861177,-0.32770944581521,0.355983635005777,-0.290900697566259,-0.0492929136166594
sub-16,0.225078155412293,-2.56324023123961e-12,0.327314778549261,0.110767246760848,-0.0116603217413545,0.560798124369946,-0.63899033322556,0.303245318511694,-0.244757931766607,-0.037019874614911,0.248582740861336,0.295502823574656,0.485679819681117,0.236564463180367,-0.0310991761071396,0.517637450395545,0.178122694363005,-0.237528408360734,0.246143917527847,-0.0245438171982389
sub-17,-0.197725982335317,-0.370343777530201,0.368879661662274,-0.161551751234373,-0.0416958512454191,0.369075020106509,-0.430403668649609,0.467136263814493,0.279856945385649,-0.0135721166218398,0.244044458558974,0.294894632885593,0.305161517938394,-0.0849959602203994,-0.0157545833351329,0.146912941915787,-0.397868142669203,0.124861154036966,-0.203100995962747,-0.0392737904965779
sub-19,0.088100839374797,6.0063609132296e-12,0.220016132300988,0.0260379055760482,-0.0158918935147912,0.134563081027096,0.106904705859653,0.272090879496504,0.0627155780252285,-0.0320930879320502,-0.171410152837814,-0.101932800399563,0.144260685042645,0.0684447841431652,-0.0110194409450216,-0.0682886727238604,0.155375458408416,0.0831824247338768,-0.0682995918181286,-0.00908969986217368
sub-20,0.135388413197083,0.299827084602474,0.27974933215642,-0.080379635492944,-0.0415102301694,-0.170803080448895,0.0797389157900022,0.404663589351268,0.17908425866882,-0.022849346160372,0.229775846042392,0.123798171810962,-0.113652296539001,0.133156757396897,-0.0289984498763281,-0.040259091658025,0.337289031971257,0.310006468015281,-0.0993651929512896,-0.0107592327351873
sub-21,0.197239029747419,-0.657202143264926,0.497737007149298,0.192015810899024,-0.0435249303980955,0.16203852339153,-0.587457359879076,0.253481284578737,0.157341261490416,-0.0227552311298468,0.0926446674094229,0.495699314450837,0.408751949622943,0.140951257869281,-0.026811437450678,0.213658880339639,0.060786557921649,0.179754564327941,0.123607325550514,0.0268745571038901
sub-22,0.236428823396334,-0.19845318362002,0.421562635588927,0.213412468414779,-0.0438674004825109,0.257217000966565,-0.319155878572131,0.408053554871175,0.125819404842212,-0.0447034415513866,0.183874021108241,0.816319293138371,0.204726685894756,-0.229655473801907,-0.0303217062447376,0.498802439415312,0.703715960195311,0.625403855721843,0.358664088424267,-0.0360941960973326
