ID,vis_LOInsight_1,vis_HIInsight_1,verb_cov_1,GV1,vis_LOInsight_2,vis_HIInsight_2,verb_cov_2,GV2,vis_LOInsight_3,vis_HIInsight_3,verb_cov_3,GV3,vis_LOInsight_4,vis_HIInsight_4,verb_cov_4,GV4
sub-06,0.0837625553004773,0.234565224727261,0.129645988785088,0.0121092252486495,-0.0814520897425635,0.109528180627552,-0.104163884359057,0.00893647254824463,-0.196306984974314,0.18741762910953,-0.0914548283762182,-0.0284795771557722,-0.153543441905222,0.149122969091582,-0.189099609376758,0.00815806103669062
sub-12,-0.121569594398422,0.228468372176292,0.31179560057858,0.016981774514169,-0.125095382441296,0.235097120290739,0.24334431336051,-0.0196157180096184,0.223391404714391,0.283798056534905,0.152038676550228,-0.00854434856372012,0.0888425226526065,0.155422399589487,0.269968320271348,0.0208669799716734
sub-13,0.0756290494742045,0.157090294810249,0.125139619902274,0.0228985365932553,-0.058678163079857,0.124869237866381,0.141646812824103,0.0290593599127297,-0.106811044666314,-0.0944184417367238,0.132125341520636,-0.0265911058396703,0.23636676443171,0.215686996001457,0.203238409067373,0.0343072001759658
sub-14,-0.0956830153824071,-0.0402677699454234,0.0782064988451391,-0.0284544866116958,-0.124491161730383,0.0971866102375887,0.0930825977293569,-0.0108198061935043,0.213385180843753,0.189888200188217,0.181388163388704,-0.0148636330692377,-0.372610597093235,0.281805856055219,-0.223496459338997,-0.0303106736566668
sub-16,-4.1889635138409e-13,0.128808715242611,0.13285463759514,-0.024113884959533,-0.305228853860079,0.258851386568881,0.234569398660832,0.0312807927877147,0.151870774946965,0.224104262395081,0.164578110545513,0.0177538306644664,0.24926706262813,-0.0777027461777555,0.258942248957562,0.0147558770924639
sub-17,0.212707271646342,0.293113323282465,0.213776449337149,-0.0556753531303257,0.329388128491964,0.335672478449186,0.121411412869241,-0.0231747981770657,0.152152087466166,0.177771453718693,0.160462581612285,0.0155516066910034,0.519329086342789,0.353279291752478,0.151166261097633,-0.0119576119813074
sub-19,0.201615363917201,0.160293797192084,0.115027638111998,-0.0202240006038858,0.179433256847249,0.168719807492848,0.0269337659271197,-0.0200037889444772,0.129109413918593,0.0872284599193677,0.0886138821158722,0.0229232545241563,0.143886563761706,0.157266369747982,0.135207395953478,0.00913436977594345
sub-20,-0.060752864660155,0.0997974647220073,0.0919601451012403,-0.0113508166902737,0.219970791034446,0.185240318715683,0.102084907276757,-0.0113612831265597,-0.0700074118075158,0.141264347984751,0.057917802187233,-0.0322433222914719,0.137624323622723,-0.21454401350732,0.137860318348038,-0.0158702330452878
sub-21,-0.26879423899783,0.194459001655726,0.250308345990029,0.0450450546702106,-0.220755881872665,0.196231769277262,0.126931456162932,-0.0316324747301245,0.295646080327706,0.256626980048568,0.300953987812444,0.0285116210208453,0.0636228786163952,0.0947519909999116,0.213344390276617,0.0279859584363633
sub-22,0.350399315382003,0.388988349788002,0.179929473805329,-0.0404294524248571,0.0688158570628242,0.155199188156026,-0.192451457159748,-0.0351253234151394,-0.200802388751289,-0.151311311366834,-0.213063501196223,-0.0304861141377236,0.5326031184062,0.761171914621608,0.258399762257344,0.0108759108408944
sub-23,-0.106815598698674,0.326573988185011,-0.15219353832529,-0.0241859747239733,0.330213803286686,-0.0650766113782019,0.0945853564973289,-0.0201052187594607,-0.0756086596168998,0.474925412464836,-0.0871425305215913,-0.0196399856282779,0.209960975014988,0.0357595163100508,-0.0548939565878245,-0.0104505840712136
sub-24,0.10591560488402,0.194015183170468,-0.163707166998448,-0.0286514784674218,0.270673988284097,0.280053024823172,-0.163752747331996,-0.0170331174045469,0.356249687681006,0.205093148916767,-0.143935376268159,-0.0208519074264634,0.254911171469926,0.159459137590991,-0.144947365080276,-0.0149021260201947
sub-25,0.183047057855705,-0.249392224554526,0.244621741275466,-0.0321849314298715,0.283941233943912,0.174179312973687,0.130010292319583,-0.0269163666680958,0.198007230126226,0.279132649850445,0.156197344515908,-0.019201408916784,0.267939028230836,0.205738341434676,-0.204871794778929,-0.0276479780591349
sub-26,0.0718132399773975,-0.212580857610549,-0.170537792408116,-0.0314609284341138,-0.0896268134003819,-0.0751879107064641,-0.0924087265363211,-0.0292616455825404,-0.069608413915256,-0.10215359696333,-0.11660839865781,-0.0267546860271196,-0.0913129875469336,0.0234071048160393,-0.0443345802478983,-0.0113279880326929
sub-27,-0.0937539479447563,-0.169975991446447,0.165334789699452,-0.0269210087745833,-0.0872308288706043,0.0349808463766114,-0.159303024526216,-0.00694588227688313,0.168281713701968,0.144676733704369,0.188667133025636,-0.0222005413379394,0.141351238177541,0.133647760507214,0.155929148430886,0.0172215513098778
sub-28,0.220452844629088,0.0837367560582638,0.0822089496505379,-0.0264901941497445,0.200686770796187,0.146077802044635,0.0782519395902137,-0.0219105678424906,-0.0496882549061053,0.174116092625866,0.0854720817291753,-0.0229263613487104,0.0879900848670951,0.236714020478373,0.118293359287096,0.00724117807972827
sub-29,0.289832363489335,0.229020663875571,0.152329091277226,-0.0155415272354569,0.280769096446524,0.341658173366846,0.0541835244810329,-0.0182914454888699,0.101606588740052,0.181639994217678,0.0679256777115822,-0.0118424011856789,0.101487425438567,0.258342547554397,0.0905607069774811,-0.0165873597219344
sub-31,0.2239066180459,0.149438296819989,0.0443722010287923,-0.0172192202698938,0.365106123537857,0.354088611031929,-0.120936223170198,-0.0279793007525172,0.207275411599708,0.166388776797334,0.139059196939226,-0.00419401610240914,-0.133618356193018,0.350805341896193,0.0809109447173511,0.0150754138723898
sub-32,0.105315612510755,0.103848683231821,-0.113901388325102,0.0150078309742435,0.234089712195576,0.25215102364366,-0.228139848903387,-0.0260831551386071,-0.0317663850034899,0.103512633501848,-0.136030418933243,0.0140620037577729,-0.174533901601822,0.110318897650878,0.0538490154694784,0.0121618913139379
sub-33,-0.0980920200247182,0.178607351221156,-0.0530126968682153,-0.0207358335582758,0.173708838981174,0.120154697184363,-0.125851857248718,-0.0281965648947261,-0.37722704133461,0.136957001643226,-0.0747916831221809,-0.0280056680472407,0.236983322971772,0.267160690799755,-0.129378529522316,-0.0275315770709055
sub-34,0.349390420013282,0.249486753125129,0.217151504261222,0.0412098676494508,0.45893919564557,0.236888691542293,0.155983731698135,0.0412851754919559,0.40466774516711,0.284034363090997,0.348925125508451,0.0240852608595224,0.234233863410868,0.0839462797713181,0.157690959149392,-0.0259444659820424
sub-35,0.273225110424717,0.251620952157856,-0.189969766820216,-0.0359457172424835,-0.163807814311252,-0.128816713064405,0.0592869912025928,-0.00573147141475858,-0.343347906576073,-0.0891833820245792,-0.0857046862487552,0.0172436722614075,0.422591685936657,0.127166573164595,-0.143085701490586,-0.0349278623970662
sub-37,-0.51642895750824,-0.221213433577725,-0.123802145210927,-0.0315855711244271,0.318852903757696,-0.289818011946365,-0.0454001670775614,-0.0319850406251738,-0.203791004476534,0.39060288521931,-0.116082341479846,0.0294721918392753,-0.22861120964496,-0.271260465585925,-0.341329254436544,-0.0329079523052245
sub-38,-0.198672231286551,0.177324385192938,-0.254211371627708,-0.0406448950289682,-0.166272702396455,0.171087283644083,-0.108703345992108,-0.031785886501835,-0.207914842764335,0.110078161285386,-0.0827436884747565,-0.0211242544773349,-0.438112791621199,0.0792177459294414,-0.11910062687585,-0.0307480734716528
sub-40,0.0978955589759211,0.229618520098331,-0.244931403973742,-0.0462962772387091,0.251372868076474,0.40318200470081,0.289031370098217,-0.0297860165882656,0.0976197401662757,0.0827216548338516,-0.168952039392963,-0.0352835171711634,0.0692802464680225,-0.0639193452898944,0.0614000114792972,-0.0422771912408738
sub-41,0.266116976482765,0.148228655581508,0.17984088657836,0.0335059412199414,0.243560491849178,0.254724559864134,0.0173150156804027,0.0470748547139033,-0.202358532416019,0.0965689218528595,0.147807093304418,-0.0153147631363851,-0.0886637225859902,0.198357572200472,0.11970720849734,-0.0186179586386291
sub-42,0.095685534083063,0.419494096899777,0.272330977902103,-0.0285743313747196,0.299030649895112,-0.0985103550103566,0.21430375995969,0.028242252908657,0.322807912998461,0.28946825556888,0.20297043612189,0.019585696504362,0.394552811649326,0.28448508309738,0.203867381017513,0.010736776938008
sub-44,0.310597053653561,0.243557382511862,0.187318003474789,0.0396363454126393,0.0821782989589131,0.21479165956883,-0.133211905958284,0.0264507186420948,0.295655993348339,0.193428630309987,0.0764667117671928,0.0254028054255394,-0.237156162969101,0.135894432820894,-0.136607462547995,0.0338138285297315
sub-46,0.0654212299813084,0.18648091994938,0.14260062614548,-0.011420960761442,-0.103146429451176,0.218202079062951,-0.190344330245918,-0.0150363015542142,0.0749112384902767,0.164601375762319,0.0476528514488883,-0.0144174554502258,0.146080510450298,0.0736386047999173,0.141433152093868,-0.025283687859677
sub-47,0.128775464575412,0.226996646100362,0.191860464923031,-0.0447599787806701,0.220834749120907,0.192052682141231,0.136028767873639,-0.0423686783065384,-0.184930860629805,-0.219443709572273,0.161712701462717,-0.0467000862741392,0.458396598973072,0.558415089281386,0.431567882652036,0.0371496376848729
sub-48,0.0446947944469294,0.191280263349023,0.10934573785864,-0.0263341952647878,-0.158572180344457,0.118001632196376,0.158008819182186,0.0205317151901564,0.256828811063591,0.188362636451914,-0.087602588550608,0.012908241086732,0.257716528795731,0.168853383602762,-0.0997246986134583,-0.00982725975356355
