ID,vis_LOInsight_1,vis_HIInsight_1,verb_cov_1,GV1,vis_LOInsight_2,vis_HIInsight_2,verb_cov_2,GV2,vis_LOInsight_3,vis_HIInsight_3,verb_cov_3,GV3,vis_LOInsight_4,vis_HIInsight_4,verb_cov_4,GV4
sub-06,0.0800580893991182,0.301508582447944,0.14644213329133,0.035479131862345,-0.115332469544542,0.189545461611205,-0.13516125444917,-0.040650988057617,-0.116053916597246,0.35011429957711,-0.150911007707723,-0.0257817987522476,-0.197548207250065,0.215447617786678,-0.223126599934243,-0.037947272384793
sub-12,-0.25905481682364,0.355912499696259,0.193034011020933,0.0190770435876861,0.081841020467599,-0.0986590977164697,0.148206575982744,-0.0592993226581247,0.0881165732803133,0.316284961637246,0.131318238857245,-0.0428233879272792,0.355881206947268,0.15965732693791,0.0973109622479965,-0.0192786839229124
sub-13,0.101878561388234,0.139662361335391,-0.0558326389760708,0.0117454190982421,-0.0507350513250447,0.211041147312381,-0.0466326989373552,0.0204479200204506,-0.17441855319021,-0.140455850723099,-0.122782696644854,-0.0247587981337378,0.130505992215134,0.161184088109613,0.0782516905455056,-0.0332663526987723
sub-14,-0.131288363483239,-0.234417460922348,-0.0971103215578732,-0.0226122041959593,-0.262530243850541,0.116377321100579,-0.123469441581962,-0.0282325722491469,-0.0738458744793974,0.248841425066776,0.0799685364586165,-0.018328157928777,-0.571766939146189,-0.185718762771987,-0.234034718064701,-0.0398091552201185
sub-16,-1.64666145407336e-13,0.14120566459296,0.0812224976503494,0.00995164898945087,-0.629078743994185,0.245360377012358,0.199016515475821,-0.0309024973402823,0.146747227356633,0.150620569571022,0.177643388349741,-0.0106813125589062,0.147748137030609,0.264451144764819,0.2496477553142,0.0108376234201069
sub-17,-0.153374450321799,0.176553979090734,-0.104874940964867,-0.0336598906933235,-0.1326590868363,0.142470680041136,0.083995915850465,-0.00299071490666094,-0.0136124464156644,0.143471863388952,-0.094385059566009,-0.0166607561563383,-0.161097944313745,-0.0722395431880582,-0.189004298721267,-0.0396605056386128
sub-19,-0.11815844021175,0.174456877183577,-0.0640936897705502,0.0226633639771077,0.106289997084141,0.194997859762908,-0.0515265608238931,-0.0254834416935668,0.0999785303798156,0.127443454886571,-0.0552864839926011,0.015917737750403,0.054240331177374,0.0896643041502975,-0.136238429502019,-0.0149061476464015
sub-20,-0.0230920776890633,0.321849327659097,0.133272913532987,-0.0301735700866497,0.0920175601757374,0.285727013484901,0.186801817347057,-0.0204364176445597,0.103341866189264,0.128362296689879,0.116165885011345,-0.0282890834734973,0.111684740439669,0.171538702079313,0.103541632786879,-0.0152286400847945
sub-21,-0.466258687436931,0.376181326875076,0.15457044620093,-0.0200624868714776,-0.234610353980032,0.0890371724974622,0.227236147328777,-0.035154393532432,0.382656177911136,0.125767758901263,0.158227578197981,-0.0228184508259014,0.117158205203604,0.200798672506934,-0.125013308710983,0.0541389829562551
sub-22,0.153050312214296,0.241936167908202,-0.134311168640267,-0.0271980280960389,0.116180397389664,0.191860023458574,-0.109799859060588,-0.0290326805631717,0.137214889346503,-0.0979583135482494,-0.211784956858775,-0.0248941273265444,0.241077274251117,0.350380643997785,0.196489190837718,-0.0230476538000901
