ID,vis_HIinsight_1,vis_LOinsight_1,verb_cov_1,GV1,vis_HIinsight_2,vis_LOinsight_2,verb_cov_2,GV2,vis_HIinsight_3,vis_LOinsight_3,verb_cov_3,GV3,vis_HIinsight_4,vis_LOinsight_4,verb_cov_4,GV4
sub-06,-1.88663270214589e-13,-0.07533325111262,0.153739108715899,0.0228956234562678,-5.75539366338012e-13,0.0839985034792286,0.0241474662713649,0.0173109435804784,2.01575259284704e-13,0.0788123431364307,-0.0590709383651259,-0.0122611824817863,-6.76640474236722e-14,0.0717552651395447,-0.0392718632354165,-0.0191394993671134
sub-12,0.280098401655992,-0.226402291982547,0.0520505897753999,-0.0399004861393763,0.128188532761532,0.111980510209682,0.0745347197082266,-0.0451234368798702,0.176931189812176,0.135170848635686,0.10057501047816,-0.0286128600300748,0.0739150247387057,0.344913798374957,-0.127271295225177,-0.0122328276478775
sub-13,0.151110866218072,-0.056232488448328,-0.0812935884285145,0.0073021223202218,0.10989062218623,-0.0718276251171019,-0.113329077674798,-0.0143151867530211,-0.10978853673275,-0.0689299531940167,-0.0330054988456796,-0.0140834256988319,-0.0603472036756368,0.0972609797737279,-0.0582628098533685,-0.0136855030282238
sub-14,0.0654371238129998,-0.131700957242959,-0.0743671538290012,-0.0245342375390841,0.114439513406015,-0.235246215644178,-0.103596144865814,-0.0343623649483767,0.0915175405874548,-0.133683841093699,-0.0414624672102163,-0.0104138560609635,-0.169327253484498,-0.131075077847117,-0.107514917041479,-0.0267924702285574
sub-16,0.04592600011585,-0.215416337072274,-0.0746114743451805,-0.0189849022862697,0.0825308629150402,0.127333949635,0.0900722679864118,0.00398596991046603,-1.7291077053649e-13,0.110309067420052,0.0279183880277635,-0.0155624765461982,-3.51985522406975e-14,0.113372736965547,0.188921182517585,-0.00667236660488412
sub-17,0.21671171762973,0.133316397652748,-0.0204146700549709,-0.0389476837648251,0.160111425444213,0.05064666316482,0.0420452946337833,-0.013663211098247,0.0966801748001035,-0.0689136712263978,-0.175680259772651,-0.024862875984078,-0.028305332499853,-0.133192791568581,-0.107299619403001,-0.016313462649919
sub-19,0.0752243909641716,-0.092133788262672,-0.0720002034475201,-0.0209804364799562,0.124178190507893,-0.0246813327348921,0.0691756690579814,-0.0155727574598219,0.0826604470473317,0.0808619775777381,-0.0710191049789367,0.0188469216402061,0.0580571371585985,-0.0322195492476132,-0.0880635093071192,-0.0127792679186716
sub-20,0.164998801727775,-0.0725842520492768,0.0799533709218989,-0.0339834207107062,0.182406844435697,-0.0220095161998191,0.0762274931089266,-0.0107197211988622,-0.0754747530614521,-0.090218626582399,0.0310541992959997,-0.0251258590121635,0.163472224517166,0.116233243522456,0.100976745263606,-0.0203759052576346
sub-21,0.340697648482035,-0.192223131882275,-0.0842153197245171,-0.0176996651382226,0.079389595878322,0.089427758440457,0.105934105451618,0.00731352195712557,0.19225644086831,0.174254550224175,0.0633982465587264,-0.0218057150260967,0.121655084748772,-0.0142409310571611,0.0620334178161295,-0.0131845182186183
sub-22,0.194678089997045,0.057681941000973,-0.0333950163261159,-0.0119867702996152,0.402355587097015,0.0797352577953567,0.0595550344448303,-0.0294864648776517,-0.0705085769808864,0.0959693129113179,0.0291065316955361,-0.0344863190266559,0.21674408752057,0.179182709349239,0.145119697449536,0.0159283819605909
