ID,vis_LOInsight_1,vis_HIInsight_1,verb_cov_1,GV1,vis_LOInsight_2,vis_HIInsight_2,verb_cov_2,GV2,vis_LOInsight_3,vis_HIInsight_3,verb_cov_3,GV3,vis_LOInsight_4,vis_HIInsight_4,verb_cov_4,GV4
sub-06,-0.241106787772997,0.440997350885574,0.262643685122257,-0.0463522518497983,0.180179539903578,0.326668561354223,0.20539405541354,-0.0431790331764573,-0.21755758106321,0.507330543183265,0.271303239021526,-0.0162688657175173,0.36361473867452,0.258058710696008,0.282218417975017,-0.028672145901087
sub-12,-0.4066379473926,0.41472300379881,0.239387382296632,-0.0451120172568371,0.268894511410601,0.181048441738931,0.210998776065679,-0.0589699882614061,0.172172371876763,0.21807200078191,0.24535612172321,-0.0413379499836185,0.546862625945763,0.221033649730987,-0.0571476076635982,-0.0373819684178422
sub-13,0.0821186534569249,0.240826124886187,-0.0770186270691158,0.0170058473185654,-0.248005264370507,0.377168824604069,0.126042618403244,0.0242950533404691,0.269107334199793,0.332154876941984,0.196304817714525,0.0240406495196732,0.2726110128847,0.294134786204521,0.198659663903027,-0.0205896564316188
sub-14,-0.242842730291374,0.226623433411074,-0.105866340938404,-0.0452299485962812,0.30192226195693,0.148693184539818,0.0617080429733634,-0.0238743165336175,0.0778904694548032,0.282462173985616,0.219977712553825,-0.0231304011623298,-0.571966624926393,-0.0718639598060891,-0.392254571743956,-0.0563419513312673
sub-16,-6.94939421242501e-13,0.247056416805527,0.0906193737542337,-0.0138277442364317,-0.538134071256804,0.360127568042826,0.228078078046305,-0.0377902926718231,0.164043216856876,0.246783562909777,0.215997080191609,-0.0370723470035327,0.277205715739268,0.288333983928159,0.369554738801756,-0.0188702387774366
sub-17,-0.18954357602364,0.307801090571909,-0.143969664426229,-0.0461465101772221,-0.294977328299787,0.335595589014979,0.0621780416166179,-0.0249223559126219,0.202596058049712,0.166996498410124,-0.081367993902768,-0.0184831403727529,0.266791893129626,-0.232561022769549,-0.14127154970686,-0.0463521795171315
sub-19,-0.177676808797745,0.131843288815819,-0.0524153564724341,-0.0332135544683742,0.126809362794933,0.306229447230447,0.0886093063887916,-0.0379274191585056,0.0994906478170041,0.18637082896301,0.0860318697181941,-0.0190997246733588,-0.127248192302554,-0.114887381936383,-0.127930738456278,-0.00923270545364143
sub-20,0.279901647007059,0.505390000399001,0.117168270132207,-0.0629054777122869,-0.174895411620621,0.601082644604834,0.238450497047403,-0.0305900706484442,0.313177519242935,0.36403345626822,0.137262429245615,-0.0425965057298204,0.285731713249649,0.302654066879868,0.168675143373633,-0.029689411150704
sub-21,-0.427093792248892,0.580282247282715,0.301757257624681,-0.0505213421254137,-0.290477245025003,0.207780868707869,0.264182786282922,-0.0379931868335068,0.587827389577035,0.330082506292628,0.264851297345628,-0.0519263300573825,0.0821514757459976,0.380618886105737,0.200289149467415,0.0561134195517283
sub-22,0.176294097446347,0.362609101713448,-0.139447158221508,0.0518677606700379,0.153846915008821,0.368394574313101,0.13798413820043,-0.0392829910638134,0.184855863299496,-0.280978234107234,-0.3744676347312,-0.0446235395200862,0.309908905611388,0.460277253414975,0.413921745587548,-0.0483777628005771
