ID,vis_noRem_1,vis_RemnoI_1,vis_RemI_1,verb_cov_1,GV1,vis_noRem_2,vis_RemnoI_2,vis_RemI_2,verb_cov_2,GV2,vis_noRem_3,vis_RemnoI_3,vis_RemI_3,verb_cov_3,GV3,vis_noRem_4,vis_RemnoI_4,vis_RemI_4,verb_cov_4,GV4
sub-06,0.273987302268563,-0.114624802257608,-0.137171342162205,0.17154929698725,0.015740696609485,8.13507037162342e-13,0.0930692821349227,0.217925272174675,0.0802265330709706,-0.00728743197821709,0.136018941043009,0.31649603700813,0.227654174490987,-0.162889838764942,0.0128467421804042,0.18785701869331,0.234230935822787,0.158260052443959,-0.105680662873957,-0.0214211417033553
sub-12,-0.187533053193891,0.0979336322985116,0.399847038646837,0.0975081577491815,-0.0449026035128736,0.158794045770754,-0.282967446709697,0.0941219226122068,0.165397937199017,-0.0295434876494463,0.22049575061058,-0.110232461923023,-0.305250310242793,0.145841671565377,-0.0328340282820032,0.59954931281022,0.466628994843409,0.197399689010464,-0.071490957139151,-0.0276855748529714
sub-13,0.132233969497807,-0.0925631190910105,0.0686234312216603,-0.0371999508262572,-0.0182675552669891,-0.078201563251546,-0.136522079235959,0.166929233140248,-0.0995776104134736,-0.0317278766576555,0.104411761064506,0.203979496182423,0.305327194504414,0.176147552418552,0.0309023049754201,0.172340552305469,0.230688371129956,0.246395170196456,-0.0316562569645145,0.0155275274525524
sub-14,-0.154649704666931,-0.233233933150588,0.219677341825764,-0.101008994008098,-0.0158277413011552,0.0659160198336078,-0.267103784938939,0.134356679479322,-0.0864613850784318,-0.0199771646343888,0.229238675920378,-0.14318356043012,0.179488096892821,0.162483645523667,-0.0055558941656737,-0.405536940017626,-0.30814348390694,-0.156607924645296,-0.266904781292805,-0.0440012039174896
sub-16,0.173662323443608,-2.50447538633703e-13,0.189428026069668,-0.0423518244421662,-0.00981184417233152,0.41637042609102,0.290891505857378,0.201809255109545,0.0911229270832105,-0.0197434679310585,0.278908145751021,0.138610992705882,0.243476292724398,0.0834894715087792,-0.0229764721282193,0.404765719237451,0.0757104947094309,0.188758930403779,0.200887778430914,-0.0111292420980581
sub-17,-0.259010746422523,-0.372499913728365,0.260615944513717,-0.09468446993232,-0.0363305495277278,0.343950085518727,-0.270211784433338,0.252317116673897,0.0550911790477982,-0.022184293369413,-0.191415380222439,-0.299955648790631,0.0604958832763185,-0.254897237514459,-0.0259017471909534,0.20192127226804,0.241512218449334,-0.220286920810706,-0.16931779795677,-0.0140876768655497
sub-19,-0.0881152225438794,-1.74026196193909e-12,0.15384188322524,-0.0940156772056201,-0.0406543323308833,0.209583618371801,0.113124152899982,0.151989029845375,0.0796391735432358,-0.0268301721807136,0.135842499328276,0.170474143405523,0.142632895330459,-0.0648511944384326,-0.0224102133833044,-0.0943442485038487,-0.134108751105704,-0.174724727766638,-0.11441301461484,-0.0131588981997324
sub-20,0.15542340368605,0.202187313868128,0.298353381015647,-0.118451182275942,-0.0566325214283789,0.222921404684805,-0.12379682018357,0.370829628122249,0.119085400312084,-0.0152741454479727,-0.0651763245934521,0.09997213052847,-0.120695380489055,0.0289492208418271,-0.0240009101852073,0.143567591127234,0.181520927709864,0.221919879009651,0.11408248476964,-0.0386366744771618
sub-21,-0.179388025744984,-0.652150732430458,0.586739888247474,0.0748726720662678,-0.030352637843596,0.106027220524579,0.369857945500858,0.0896119653685751,0.223199893054098,-0.0106196298505771,0.0755549777645073,0.221227486305897,0.231238875749915,-0.0812664446322436,-0.0440279182646512,0.0805782113646134,-0.389360419906786,0.265696159785344,0.142712119787621,-0.024853662802882
sub-22,0.082893524344323,0.223821133087059,0.0814081928391853,-0.0963241472914884,0.0168693147717383,0.0702521327677093,-0.392786721084652,0.209543471893466,-0.0719939560721477,-0.0362743481853964,0.0383582549331812,0.346567740753595,-0.1326226868294,-0.0936593046378213,-0.0433202546472508,0.229513995344868,0.165470682954483,0.213924882196047,0.26017362972875,0.0212957870246603
sub-23,0.109673126974367,-0.496232854048163,0.209681823222632,0.157386832593399,-0.0292911464113432,-0.13466416524322,-7.95329301113301e-12,0.232962007342197,0.113362642185513,-0.0283521350926272,-0.39094208087228,-0.15765292918794,0.427305500790876,-0.0765084849332918,0.0265018816741224,0.165574006346113,-0.276393152867172,0.121629679504787,-0.0563250098964871,-0.0232945714731159
sub-24,-0.0116542818459869,0.140940354394951,-0.0459952863347512,0.0941434183043151,-0.021084283544882,0.158276726403768,0.205280675855678,0.253716291563423,0.147063955210945,-0.0210592164773954,0.137889791282131,0.432381104973864,0.170587485348851,0.136950199403453,-0.0138490967512431,-0.0624909595483257,0.455026463644512,0.169611481118604,-0.0905105201136299,-0.0281489283223978
sub-25,0.113482128681421,0.240284811712916,0.135191395283361,0.145845255842555,-0.0323585971071171,0.201778459532512,-0.168223818596232,0.159021978283589,0.156635546363872,-0.0292836508016774,0.125380655488732,0.133131932341847,0.141912837015694,0.0460287880605762,-0.023026190292079,-0.0514722857974796,-0.11407705072942,-0.0536958014135442,-0.108383128037513,0.0253979095646017
sub-26,-0.0755496465779272,-0.1068245393782,0.0909395960218501,-0.137929460187597,-0.0132977137264012,-0.0656526693318852,-0.249043284154864,0.120731266530273,-0.227434844650276,-0.0342333217935288,0.0790003286342834,-0.199132857609569,0.116489971570083,-0.0529936363619678,-0.0107186077313468,-0.109305352498252,-2.16115159222561e-14,0.0977910797969046,-0.100479014929619,-0.0186208711584962
sub-27,0.132493067471188,0.106813803024569,0.15143809848314,-0.109753489316518,-0.0416171039041451,0.226212341775908,0.395443943739847,0.144099977594369,-0.0372472363489888,0.0177019101580977,0.155248397983981,0.19243544981714,0.102318273198376,0.0702432892421418,-0.047008905408258,-0.124639799036513,-0.0385457293689295,0.156868498521916,0.154310087624657,-0.0174888815616885
